"","OK1","OK1_2","OK3","OK4","YK1","YK3","YK4"
"ENSMUSG00000059183",513,443,627,664,631,423,886
"ENSMUSG00000059187",33,40,0,0,0,0,0
"ENSMUSG00000059189",0,0,0,0,0,0,0
"ENSMUSG00000059195",2367,2143,1857,1891,1953,2206,1704
"ENSMUSG00000059201",0,0,0,0,0,0,0
"ENSMUSG00000059203",0,0,0,0,0,0,0
"ENSMUSG00000059205",0,0,0,0,0,0,0
"ENSMUSG00000059206",0,0,0,0,0,0,0
"ENSMUSG00000059208",11331,10598,9041,9853,9996,8479,9154
"ENSMUSG00000059213",0,0,0,0,0,19,0
"ENSMUSG00000059218",0,0,0,0,0,0,0
"ENSMUSG00000059227",0,0,0,0,0,0,0
"ENSMUSG00000059229",0,0,0,0,0,0,0
"ENSMUSG00000059230",0,0,0,0,0,0,0
"ENSMUSG00000059237",1176,1077,923,1229,971,968,839
"ENSMUSG00000059244",0,0,0,0,0,0,0
"ENSMUSG00000059246",0,0,0,0,0,0,0
"ENSMUSG00000059248",4523,4187,3231,4434,3627,3054,2568
"ENSMUSG00000059251",0,0,0,0,0,0,0
"ENSMUSG00000059252",0,0,1,0,0,0,1
"ENSMUSG00000059256",0,0,0,0,0,0,0
"ENSMUSG00000059263",6378,5892,5696,5000,4808,4647,3749
"ENSMUSG00000059273",1249,1111,588,1060,268,900,922
"ENSMUSG00000059277",120,108,53,137,72,210,145
"ENSMUSG00000059278",197,198,218,307,351,277,216
"ENSMUSG00000059279",0,0,0,0,0,0,0
"ENSMUSG00000059280",0,0,0,0,0,0,0
"ENSMUSG00000059288",1599,1413,1666,1896,1050,1011,2206
"ENSMUSG00000059291",120,106,147,90,134,95,162
"ENSMUSG00000059301",57,49,43,46,34,28,45
"ENSMUSG00000059303",0,0,0,0,0,0,0
"ENSMUSG00000059305",27,22,34,27,55,39,34
"ENSMUSG00000059316",1546,1471,1012,1046,1533,1367,1277
"ENSMUSG00000059319",0,0,0,0,0,0,0
"ENSMUSG00000059323",3883,3558,3932,4782,3584,4189,3771
"ENSMUSG00000059325",157,131,123,235,485,438,634
"ENSMUSG00000059326",595,533,381,517,787,525,645
"ENSMUSG00000059327",0,0,67,0,0,2,0
"ENSMUSG00000059334",0,0,0,0,0,0,0
"ENSMUSG00000059336",6679,5952,7625,11936,35777,23878,17919
"ENSMUSG00000059343",715,604,731,954,870,850,925
"ENSMUSG00000059352",0,0,0,0,0,11,0
"ENSMUSG00000059355",510,476,546,728,631,500,620
"ENSMUSG00000059361",0,0,0,0,24,0,0
"ENSMUSG00000059363",221,219,219,327,299,287,279
"ENSMUSG00000059366",0,0,0,0,0,0,0
"ENSMUSG00000059371",0,0,0,0,0,0,0
"ENSMUSG00000059375",0,0,0,0,0,0,0
"ENSMUSG00000059379",0,0,0,0,0,0,0
"ENSMUSG00000059382",0,0,0,0,0,0,0
"ENSMUSG00000059383",0,0,0,0,0,0,0
"ENSMUSG00000059395",49,48,86,74,9,57,121
"ENSMUSG00000059397",0,0,0,0,0,0,0
"ENSMUSG00000059401",437,471,630,626,178,291,410
"ENSMUSG00000059406",9,9,10,3,4,10,8
"ENSMUSG00000059408",0,0,4,0,0,31,0
"ENSMUSG00000059409",2980,2881,3013,4069,2852,3133,2920
"ENSMUSG00000059410",0,0,0,0,0,0,0
"ENSMUSG00000059411",0,0,0,0,0,0,0
"ENSMUSG00000059412",10750,10001,10859,22301,23405,19888,20563
"ENSMUSG00000059422",526,457,450,619,784,638,668
"ENSMUSG00000059423",207,180,409,149,128,318,513
"ENSMUSG00000059429",0,0,0,0,0,0,0
"ENSMUSG00000059430",18,11,0,0,0,0,0
"ENSMUSG00000059434",0,0,0,4,1,6,8
"ENSMUSG00000059436",2490,2424,3007,4160,3029,3333,4833
"ENSMUSG00000059439",2023,1870,1982,2087,2489,2158,2791
"ENSMUSG00000059447",1519,1416,1544,2146,1939,1875,2469
"ENSMUSG00000059448",0,0,0,0,0,0,0
"ENSMUSG00000059455",0,0,0,0,0,0,0
"ENSMUSG00000059456",415,384,515,821,328,759,388
"ENSMUSG00000059459",0,0,0,0,0,0,0
"ENSMUSG00000059460",0,0,0,0,0,0,0
"ENSMUSG00000059461",13,16,10,11,12,18,16
"ENSMUSG00000059463",0,0,0,0,0,0,0
"ENSMUSG00000059473",0,0,0,0,0,0,0
"ENSMUSG00000059474",828,796,706,1235,435,867,587
"ENSMUSG00000059475",385,365,666,450,1488,556,1006
"ENSMUSG00000059479",102,99,19,58,84,91,55
"ENSMUSG00000059481",0,0,0,0,0,0,0
"ENSMUSG00000059482",1017,921,1142,1316,746,1345,1108
"ENSMUSG00000059483",0,0,0,0,0,0,2
"ENSMUSG00000059486",8337,7983,6507,7580,7288,6172,8629
"ENSMUSG00000059488",0,0,0,0,0,0,0
"ENSMUSG00000059493",57,52,1,51,9,88,52
"ENSMUSG00000059495",3576,3312,2543,2633,1952,3843,2989
"ENSMUSG00000059498",100,82,189,0,26,16,82
"ENSMUSG00000059503",0,0,0,0,0,0,0
"ENSMUSG00000059504",0,0,0,0,0,0,0
"ENSMUSG00000059511",1292,1212,1252,1212,1496,1199,1081
"ENSMUSG00000059518",1075,1019,881,1105,1056,904,833
"ENSMUSG00000059534",1562,1449,1625,2246,3206,2823,2334
"ENSMUSG00000059540",520,458,617,629,580,615,843
"ENSMUSG00000059547",0,0,0,0,0,0,0
"ENSMUSG00000059552",2968,2842,3171,2911,2100,3044,3789
"ENSMUSG00000059554",225,234,178,473,354,364,337
"ENSMUSG00000059555",4458,4261,5218,4533,3260,3290,4873
"ENSMUSG00000059562",0,0,0,29,0,0,43
"ENSMUSG00000059565",0,0,1,0,0,0,1
"ENSMUSG00000059571",0,0,0,0,0,0,0
"ENSMUSG00000059585",0,0,1,0,0,2,3
"ENSMUSG00000059586",998,1009,1097,1201,838,870,918
"ENSMUSG00000059588",27048,25156,25978,25182,24446,19861,18697
"ENSMUSG00000059595",0,0,0,0,0,0,0
"ENSMUSG00000059602",226,236,180,308,123,142,211
"ENSMUSG00000059606",0,0,0,0,0,0,0
"ENSMUSG00000059610",0,0,0,0,0,0,0
"ENSMUSG00000059623",0,0,0,0,0,0,0
"ENSMUSG00000059625",0,0,0,0,0,0,0
"ENSMUSG00000059626",0,0,0,0,0,0,0
"ENSMUSG00000059631",0,0,0,0,0,0,0
"ENSMUSG00000059632",0,0,0,0,0,0,0
"ENSMUSG00000059639",0,0,0,0,0,0,0
"ENSMUSG00000059645",0,0,0,0,0,0,0
"ENSMUSG00000059647",1,2,3,3,5,3,5
"ENSMUSG00000059648",0,0,0,0,0,0,0
"ENSMUSG00000059654",0,0,0,0,0,0,0
"ENSMUSG00000059657",0,0,0,0,0,0,0
"ENSMUSG00000059658",5,5,4,2,3,11,5
"ENSMUSG00000059659",18,16,20,21,10,21,12
"ENSMUSG00000059663",0,0,0,0,0,0,0
"ENSMUSG00000059668",0,0,0,0,0,0,0
"ENSMUSG00000059669",1139,1129,1434,1641,846,1529,1346
"ENSMUSG00000059674",15,13,1,14,77,0,13
"ENSMUSG00000059687",0,0,0,0,0,0,0
"ENSMUSG00000059689",1041,976,1339,1380,1237,1269,1663
"ENSMUSG00000059690",0,0,0,0,0,0,0
"ENSMUSG00000059695",0,0,0,0,0,0,0
"ENSMUSG00000059706",0,0,0,0,0,0,0
"ENSMUSG00000059708",388,342,87,379,588,343,245
"ENSMUSG00000059713",2594,2444,1670,1538,1395,1278,2234
"ENSMUSG00000059714",3367,3214,4072,3930,2199,2690,3089
"ENSMUSG00000059729",0,0,0,0,0,0,0
"ENSMUSG00000059731",0,0,0,0,0,0,0
"ENSMUSG00000059734",2677,2514,3028,3934,4396,4069,4023
"ENSMUSG00000059741",1,2,0,52,1,2,17
"ENSMUSG00000059742",0,3,73,356,0,139,191
"ENSMUSG00000059743",82,80,98,150,57,131,343
"ENSMUSG00000059751",30,35,45,53,20,55,36
"ENSMUSG00000059762",0,0,0,0,0,0,0
"ENSMUSG00000059763",0,0,0,0,0,0,0
"ENSMUSG00000059768",0,0,0,0,0,0,0
"ENSMUSG00000059772",450,381,822,598,418,443,1096
"ENSMUSG00000059775",261,223,313,386,329,308,238
"ENSMUSG00000059776",7,4,4,1,1,3,1
"ENSMUSG00000059791",827,759,1116,1166,854,799,669
"ENSMUSG00000059796",3428,3263,3380,5457,3119,3633,7098
"ENSMUSG00000059810",12010,11020,11142,10667,10136,7482,9462
"ENSMUSG00000059811",2989,2664,2380,2763,2871,2230,3191
"ENSMUSG00000059816",0,0,0,0,0,0,0
"ENSMUSG00000059820",1572,1478,1511,1829,1458,1304,1678
"ENSMUSG00000059821",0,0,0,0,0,0,0
"ENSMUSG00000059824",6190,5827,14355,11123,3899,8547,8583
"ENSMUSG00000059827",0,0,0,0,0,0,0
"ENSMUSG00000059830",30,27,67,58,56,69,37
"ENSMUSG00000059832",0,0,0,0,0,0,0
"ENSMUSG00000059834",787,734,787,1401,466,921,1525
"ENSMUSG00000059835",0,0,2,0,0,1,0
"ENSMUSG00000059839",149,138,264,143,175,115,452
"ENSMUSG00000059842",26,44,70,6,16,26,55
"ENSMUSG00000059845",0,0,0,0,0,0,0
"ENSMUSG00000059851",1162,987,873,1282,1459,1505,2043
"ENSMUSG00000059852",95,89,39,42,0,65,35
"ENSMUSG00000059854",0,0,0,0,0,14,0
"ENSMUSG00000059857",0,0,0,3,0,43,2
"ENSMUSG00000059862",0,0,0,0,0,0,0
"ENSMUSG00000059864",0,0,0,0,0,14,0
"ENSMUSG00000059866",2416,2204,1753,1955,1583,1703,2949
"ENSMUSG00000059867",0,0,0,0,0,0,0
"ENSMUSG00000059873",0,0,0,0,0,0,0
"ENSMUSG00000059874",0,0,0,0,0,0,0
"ENSMUSG00000059877",0,0,0,0,0,0,0
"ENSMUSG00000059878",2973,2798,2767,2686,2917,2754,3188
"ENSMUSG00000059883",1143,1057,867,1117,616,910,1224
"ENSMUSG00000059887",0,0,0,0,0,0,0
"ENSMUSG00000059890",1580,1479,1231,2362,1892,2270,2849
"ENSMUSG00000059891",5,0,2,0,7,1,32
"ENSMUSG00000059895",5361,4782,6575,5196,4858,6075,5390
"ENSMUSG00000059897",88,86,142,283,315,235,169
"ENSMUSG00000059898",0,0,0,0,0,0,0
"ENSMUSG00000059900",0,0,0,0,0,0,0
"ENSMUSG00000059901",72,59,136,316,0,19,95
"ENSMUSG00000059908",0,0,0,0,0,0,0
"ENSMUSG00000059910",0,0,0,0,0,0,0
"ENSMUSG00000059912",0,0,0,0,1,1,0
"ENSMUSG00000059920",1437,1370,1781,1444,1601,1057,1464
"ENSMUSG00000059921",11,11,0,1,0,6,191
"ENSMUSG00000059923",4184,3966,3503,3509,3943,3776,3092
"ENSMUSG00000059934",0,0,0,0,0,0,0
"ENSMUSG00000059939",710,642,682,366,754,292,652
"ENSMUSG00000059956",0,0,0,0,0,0,0
"ENSMUSG00000059964",0,0,0,0,0,0,0
"ENSMUSG00000059970",3399,3072,3933,5989,2233,4020,4533
"ENSMUSG00000059972",0,0,0,0,0,0,0
"ENSMUSG00000059974",0,0,0,0,187,89,146
"ENSMUSG00000059975",529,470,545,605,705,425,989
"ENSMUSG00000059981",9865,9169,5930,6356,5082,5479,8212
"ENSMUSG00000059991",22,20,18,0,0,0,0
"ENSMUSG00000059994",10,12,50,0,0,0,0
"ENSMUSG00000059995",566,561,384,458,491,706,879
"ENSMUSG00000059996",0,0,0,0,0,0,0
"ENSMUSG00000060002",7402,6721,5966,10078,10468,10498,9799
"ENSMUSG00000060012",1026,900,773,350,505,542,889
"ENSMUSG00000060017",0,0,0,0,0,0,0
"ENSMUSG00000060019",494,449,529,554,601,496,508
"ENSMUSG00000060024",0,0,0,0,0,0,0
"ENSMUSG00000060029",8,13,17,54,26,24,11
"ENSMUSG00000060030",0,0,0,0,0,0,0
"ENSMUSG00000060032",821,698,929,1193,996,655,907
"ENSMUSG00000060034",0,0,0,0,0,1,0
"ENSMUSG00000060036",792,780,1105,1293,913,1092,1686
"ENSMUSG00000060038",804,715,1266,1129,1023,981,1305
"ENSMUSG00000060044",6436,6039,5298,2141,4455,3343,4522
"ENSMUSG00000060049",0,0,0,0,0,0,0
"ENSMUSG00000060057",0,0,0,0,0,0,0
"ENSMUSG00000060063",13,15,39,45,37,62,31
"ENSMUSG00000060068",0,0,0,0,0,0,0
"ENSMUSG00000060070",0,0,0,0,0,0,0
"ENSMUSG00000060073",786,756,744,755,1019,822,997
"ENSMUSG00000060081",0,0,0,0,0,0,0
"ENSMUSG00000060084",0,0,0,0,0,0,0
"ENSMUSG00000060090",1105,1060,1966,1183,1080,1027,1779
"ENSMUSG00000060093",1,4,5,6,0,0,14
"ENSMUSG00000060096",93,61,83,111,61,76,81
"ENSMUSG00000060098",1478,1394,1125,1416,1344,1013,1054
"ENSMUSG00000060105",0,0,0,0,0,0,0
"ENSMUSG00000060112",0,0,0,0,0,0,0
"ENSMUSG00000060114",0,0,0,0,0,0,0
"ENSMUSG00000060121",405,438,430,949,302,585,748
"ENSMUSG00000060126",561,496,322,1039,618,547,1364
"ENSMUSG00000060128",1,1,2,3,2,2,1
"ENSMUSG00000060131",16,21,0,0,0,0,0
"ENSMUSG00000060143",28,39,39,38,43,44,31
"ENSMUSG00000060147",3011,3038,3471,3403,2334,2890,2731
"ENSMUSG00000060149",282,221,304,143,387,53,462
"ENSMUSG00000060152",1112,1111,917,1779,1837,1579,1857
"ENSMUSG00000060161",3,1,2,17,0,0,0
"ENSMUSG00000060166",2006,1927,1638,1960,1692,1494,1577
"ENSMUSG00000060170",0,0,0,0,0,0,0
"ENSMUSG00000060176",3,2,39,7,19,49,7
"ENSMUSG00000060177",23,18,0,23,0,21,0
"ENSMUSG00000060180",0,0,10,0,0,0,0
"ENSMUSG00000060181",684,622,615,625,560,530,485
"ENSMUSG00000060183",28,19,7,0,60,16,27
"ENSMUSG00000060187",0,0,0,0,0,0,0
"ENSMUSG00000060188",8,4,19,12,26,17,27
"ENSMUSG00000060198",0,0,0,0,0,0,0
"ENSMUSG00000060201",0,0,0,0,0,0,0
"ENSMUSG00000060204",0,0,0,26,39,0,0
"ENSMUSG00000060205",0,0,0,0,0,0,0
"ENSMUSG00000060206",240,215,265,80,153,178,280
"ENSMUSG00000060208",0,0,0,0,0,0,0
"ENSMUSG00000060212",0,0,1,9,0,0,0
"ENSMUSG00000060216",583,580,811,737,567,629,870
"ENSMUSG00000060224",199,208,39,402,93,23,174
"ENSMUSG00000060227",489,416,1530,712,548,846,975
"ENSMUSG00000060240",19,18,19,106,59,158,33
"ENSMUSG00000060244",41,34,69,127,98,78,120
"ENSMUSG00000060245",0,0,0,0,0,0,0
"ENSMUSG00000060254",0,0,0,0,0,0,0
"ENSMUSG00000060256",0,0,0,0,0,0,0
"ENSMUSG00000060257",0,0,0,0,0,0,0
"ENSMUSG00000060260",2167,2072,2043,2738,1956,1431,2576
"ENSMUSG00000060261",5154,4797,4983,4672,4809,4480,6031
"ENSMUSG00000060268",0,0,0,0,0,0,11
"ENSMUSG00000060275",9,7,36,2,11,11,10
"ENSMUSG00000060279",4448,4121,3246,3961,2984,3382,3239
"ENSMUSG00000060284",0,0,0,0,0,0,0
"ENSMUSG00000060288",55,60,57,45,60,74,57
"ENSMUSG00000060301",615,571,885,758,1288,1393,1218
"ENSMUSG00000060303",0,0,0,0,0,0,0
"ENSMUSG00000060311",0,0,0,0,0,0,0
"ENSMUSG00000060314",29,23,82,168,0,143,165
"ENSMUSG00000060317",172,160,11,44,0,0,3
"ENSMUSG00000060332",0,0,0,0,0,0,0
"ENSMUSG00000060335",0,0,0,0,0,0,0
"ENSMUSG00000060336",61,59,123,125,248,35,137
"ENSMUSG00000060371",0,0,0,0,0,0,0
"ENSMUSG00000060373",7897,7673,6351,7872,9380,6366,6276
"ENSMUSG00000060375",0,0,0,0,0,0,0
"ENSMUSG00000060376",3907,3642,4035,4890,4399,4797,4989
"ENSMUSG00000060377",21,16,37,24,11,20,10
"ENSMUSG00000060380",122,135,186,203,102,171,117
"ENSMUSG00000060393",1156,1022,1035,1133,928,1000,936
"ENSMUSG00000060397",195,150,304,285,104,533,449
"ENSMUSG00000060402",3156,2890,2710,2079,1875,1765,2092
"ENSMUSG00000060404",0,0,0,0,0,0,0
"ENSMUSG00000060407",0,0,0,0,0,0,0
"ENSMUSG00000060411",0,0,0,0,0,0,0
"ENSMUSG00000060412",0,0,0,0,0,0,0
"ENSMUSG00000060416",0,0,0,0,0,0,0
"ENSMUSG00000060417",0,0,0,0,0,0,0
"ENSMUSG00000060419",670,689,822,869,777,723,596
"ENSMUSG00000060424",119,136,123,315,415,449,343
"ENSMUSG00000060427",850,866,1011,1398,1231,646,1077
"ENSMUSG00000060429",663,550,708,615,696,904,1356
"ENSMUSG00000060438",236,222,317,315,330,311,230
"ENSMUSG00000060441",137,138,146,295,260,94,196
"ENSMUSG00000060445",0,0,0,0,0,0,0
"ENSMUSG00000060450",6400,5943,6949,9725,5598,6874,8503
"ENSMUSG00000060459",10714,10146,9929,23382,16648,18497,23351
"ENSMUSG00000060461",0,0,0,0,0,0,0
"ENSMUSG00000060467",839,768,824,888,853,1004,888
"ENSMUSG00000060469",0,0,0,0,0,0,0
"ENSMUSG00000060470",2086,2095,1393,1057,619,973,1729
"ENSMUSG00000060475",631,607,616,783,564,624,672
"ENSMUSG00000060477",3686,3501,2329,2599,3890,2415,3050
"ENSMUSG00000060480",0,0,0,0,0,0,0
"ENSMUSG00000060487",67,60,25,20,76,3,1
"ENSMUSG00000060490",0,0,0,0,0,0,0
"ENSMUSG00000060491",0,0,0,0,0,0,0
"ENSMUSG00000060499",0,0,0,0,0,0,0
"ENSMUSG00000060503",0,0,0,0,0,0,0
"ENSMUSG00000060508",0,0,0,0,0,0,0
"ENSMUSG00000060509",16,21,0,0,0,0,0
"ENSMUSG00000060510",1750,1584,2287,3443,2774,1862,2901
"ENSMUSG00000060512",1399,1312,947,1529,1378,2268,2204
"ENSMUSG00000060519",6618,6421,7060,7175,6275,4561,6968
"ENSMUSG00000060523",0,0,0,0,0,0,0
"ENSMUSG00000060530",0,0,0,0,0,0,0
"ENSMUSG00000060534",0,0,0,0,0,0,0
"ENSMUSG00000060538",407,369,452,397,396,428,510
"ENSMUSG00000060548",237,251,289,355,868,1058,728
"ENSMUSG00000060550",5402,5242,5129,6076,3348,3796,3771
"ENSMUSG00000060556",0,0,0,0,0,0,0
"ENSMUSG00000060559",17,29,39,5,22,5,13
"ENSMUSG00000060560",0,0,0,0,0,0,0
"ENSMUSG00000060565",0,0,0,0,0,0,0
"ENSMUSG00000060566",0,0,2,1,0,0,0
"ENSMUSG00000060568",79,87,204,321,48,146,565
"ENSMUSG00000060572",1238,1112,1356,1262,527,730,688
"ENSMUSG00000060579",42,32,22,24,21,107,63
"ENSMUSG00000060583",0,0,0,0,0,0,0
"ENSMUSG00000060586",2935,2815,3198,2671,883,807,690
"ENSMUSG00000060591",9858,9150,9236,8987,9560,8728,7194
"ENSMUSG00000060594",969,874,608,621,670,511,714
"ENSMUSG00000060600",161,135,93,243,246,122,242
"ENSMUSG00000060601",9217,8392,7608,7736,8055,7473,9282
"ENSMUSG00000060613",0,0,0,0,0,0,0
"ENSMUSG00000060615",0,0,0,0,0,0,0
"ENSMUSG00000060621",7,11,30,92,53,45,0
"ENSMUSG00000060630",0,0,0,0,0,0,0
"ENSMUSG00000060636",57,52,51,50,156,98,107
"ENSMUSG00000060639",9,6,19,19,29,22,5
"ENSMUSG00000060647",415,356,331,304,385,361,409
"ENSMUSG00000060657",314,293,233,167,139,250,381
"ENSMUSG00000060663",0,0,0,0,0,0,0
"ENSMUSG00000060671",3342,3216,3587,3443,3821,2744,2892
"ENSMUSG00000060673",0,0,0,0,0,0,0
"ENSMUSG00000060675",1629,1501,2217,1850,1216,1698,1527
"ENSMUSG00000060678",25,21,38,38,13,20,25
"ENSMUSG00000060679",743,666,964,1092,1312,1051,1147
"ENSMUSG00000060680",296,298,280,325,302,349,306
"ENSMUSG00000060681",1283,1149,1352,1916,1151,1554,1155
"ENSMUSG00000060685",0,0,0,0,0,0,0
"ENSMUSG00000060688",0,0,0,0,0,0,0
"ENSMUSG00000060691",0,0,0,0,0,0,0
"ENSMUSG00000060699",0,0,0,0,0,0,0
"ENSMUSG00000060701",0,0,0,0,0,0,0
"ENSMUSG00000060703",1021,992,1015,1000,479,650,369
"ENSMUSG00000060708",1099,1077,1264,1329,1244,1193,1266
"ENSMUSG00000060715",0,0,0,5,0,0,0
"ENSMUSG00000060716",239,176,281,223,691,276,192
"ENSMUSG00000060724",0,0,0,0,0,0,0
"ENSMUSG00000060726",0,0,0,0,0,0,0
"ENSMUSG00000060727",82,70,94,110,132,101,99
"ENSMUSG00000060730",7,10,12,12,13,13,9
"ENSMUSG00000060733",3230,3046,4310,5570,2874,3573,3552
"ENSMUSG00000060735",0,0,0,0,0,0,0
"ENSMUSG00000060738",0,0,0,0,0,0,0
"ENSMUSG00000060739",212,199,353,458,478,319,362
"ENSMUSG00000060742",0,0,0,0,0,0,0
"ENSMUSG00000060743",769,674,749,884,714,920,1026
"ENSMUSG00000060747",0,0,0,0,0,0,0
"ENSMUSG00000060756",0,0,0,0,0,0,0
"ENSMUSG00000060759",0,0,0,0,0,0,0
"ENSMUSG00000060765",0,0,0,0,0,0,0
"ENSMUSG00000060771",638,616,436,325,1038,619,210
"ENSMUSG00000060777",0,0,0,0,9,2,0
"ENSMUSG00000060780",39,34,0,0,0,62,0
"ENSMUSG00000060787",0,0,0,0,0,0,0
"ENSMUSG00000060791",171,214,236,268,151,64,100
"ENSMUSG00000060794",0,0,0,0,0,0,0
"ENSMUSG00000060795",1,0,1,4,0,0,2
"ENSMUSG00000060798",260,254,207,169,148,215,435
"ENSMUSG00000060802",99788,95554,104372,98462,93181,84562,72913
"ENSMUSG00000060803",1045,982,1707,1134,985,1009,871
"ENSMUSG00000060807",0,0,0,0,0,0,0
"ENSMUSG00000060808",23,28,18,30,0,1,14
"ENSMUSG00000060811",0,0,0,0,0,0,0
"ENSMUSG00000060816",0,0,0,0,0,0,0
"ENSMUSG00000060827",0,0,0,0,0,0,0
"ENSMUSG00000060843",120,124,101,94,409,130,104
"ENSMUSG00000060860",150,136,184,224,188,165,207
"ENSMUSG00000060862",491,479,352,718,326,205,360
"ENSMUSG00000060863",0,0,0,0,0,0,0
"ENSMUSG00000060878",0,0,0,0,0,0,0
"ENSMUSG00000060879",0,0,0,0,0,0,0
"ENSMUSG00000060882",0,0,0,0,0,0,0
"ENSMUSG00000060888",0,0,0,0,0,0,0
"ENSMUSG00000060890",0,0,0,0,0,0,0
"ENSMUSG00000060904",4215,3940,4238,4261,4713,4577,3934
"ENSMUSG00000060913",0,0,0,0,0,0,0
"ENSMUSG00000060918",0,0,0,0,0,0,0
"ENSMUSG00000060923",589,545,509,611,387,472,533
"ENSMUSG00000060924",0,0,0,0,0,0,0
"ENSMUSG00000060935",725,744,969,830,1350,902,1138
"ENSMUSG00000060938",318,299,335,338,370,376,294
"ENSMUSG00000060950",405,337,242,351,585,209,393
"ENSMUSG00000060956",0,0,0,0,0,0,0
"ENSMUSG00000060961",1107,962,139,771,367,26,104
"ENSMUSG00000060962",137,154,216,149,272,31,104
"ENSMUSG00000060967",0,0,0,0,0,0,0
"ENSMUSG00000060969",58,40,73,183,124,99,231
"ENSMUSG00000060974",0,0,0,0,0,0,0
"ENSMUSG00000060981",26,34,22,29,55,31,34
"ENSMUSG00000060985",0,0,0,0,0,0,95
"ENSMUSG00000060988",0,0,0,0,0,0,0
"ENSMUSG00000060989",6,9,6,3,12,4,5
"ENSMUSG00000060992",5022,4866,5340,5959,6154,5742,5404
"ENSMUSG00000061000",0,0,0,0,0,0,0
"ENSMUSG00000061013",34,60,180,0,0,103,0
"ENSMUSG00000061022",0,0,0,0,0,0,0
"ENSMUSG00000061024",1779,1666,1343,1782,1406,1033,1854
"ENSMUSG00000061028",2074,1905,2154,1889,1875,1794,2347
"ENSMUSG00000061032",9839,8912,9133,10027,8341,8950,9428
"ENSMUSG00000061039",0,0,0,6,0,44,0
"ENSMUSG00000061046",446,449,1011,1135,562,790,975
"ENSMUSG00000061048",740,697,605,821,554,587,872
"ENSMUSG00000061062",3667,3443,3841,3863,3371,2658,3120
"ENSMUSG00000061065",0,0,0,0,0,0,0
"ENSMUSG00000061068",0,0,0,0,0,0,11
"ENSMUSG00000061075",0,0,0,0,0,0,0
"ENSMUSG00000061079",1127,1110,1894,1307,1163,1216,1419
"ENSMUSG00000061080",3,3,23,0,0,0,11
"ENSMUSG00000061082",0,0,0,0,0,0,0
"ENSMUSG00000061086",59,59,79,52,175,82,37
"ENSMUSG00000061099",2,5,0,26,0,0,11
"ENSMUSG00000061100",0,0,0,0,0,0,0
"ENSMUSG00000061104",1867,1772,1923,2400,2283,2146,1972
"ENSMUSG00000061111",3493,3180,3702,4455,3923,3676,3470
"ENSMUSG00000061115",0,0,0,0,0,0,4
"ENSMUSG00000061118",445,430,423,407,299,408,496
"ENSMUSG00000061119",927,830,1283,1693,1153,1347,1457
"ENSMUSG00000061126",20,16,71,90,0,0,0
"ENSMUSG00000061130",2428,2332,1616,2914,3545,2984,2943
"ENSMUSG00000061132",1036,973,1126,1979,2014,2321,2144
"ENSMUSG00000061136",4006,3723,2596,3735,3006,3062,3761
"ENSMUSG00000061143",938,842,1042,549,324,842,669
"ENSMUSG00000061144",0,0,0,0,2,4,14
"ENSMUSG00000061150",0,0,0,0,0,0,0
"ENSMUSG00000061165",0,0,0,0,0,0,0
"ENSMUSG00000061167",0,2,1,0,2,0,0
"ENSMUSG00000061171",35,28,71,334,182,228,247
"ENSMUSG00000061175",1627,1564,1830,1547,2067,1046,1791
"ENSMUSG00000061184",0,0,0,0,0,0,0
"ENSMUSG00000061186",0,0,24,0,0,0,0
"ENSMUSG00000061195",0,0,0,0,0,0,0
"ENSMUSG00000061207",606,545,473,621,526,445,640
"ENSMUSG00000061208",0,0,0,0,0,0,0
"ENSMUSG00000061210",0,0,0,0,0,0,0
"ENSMUSG00000061232",61591,57473,56384,60475,45855,51977,56389
"ENSMUSG00000061242",5,6,12,4,9,7,5
"ENSMUSG00000061244",5356,5252,4278,4777,6068,4661,4401
"ENSMUSG00000061246",0,0,0,0,0,0,0
"ENSMUSG00000061259",0,0,0,0,0,0,0
"ENSMUSG00000061272",0,0,0,0,0,0,0
"ENSMUSG00000061273",2208,2103,1794,2205,2196,1913,1969
"ENSMUSG00000061286",882,860,1112,1031,1047,857,1033
"ENSMUSG00000061288",1103,1054,539,899,487,592,895
"ENSMUSG00000061292",0,0,0,0,0,0,0
"ENSMUSG00000061295",0,0,0,0,0,0,0
"ENSMUSG00000061296",0,0,0,0,0,0,0
"ENSMUSG00000061298",0,0,0,0,0,12,0
"ENSMUSG00000061305",0,0,0,0,0,0,0
"ENSMUSG00000061306",16981,15623,16079,14926,16753,13307,11981
"ENSMUSG00000061311",0,0,0,0,0,0,0
"ENSMUSG00000061313",431,407,1048,916,586,353,831
"ENSMUSG00000061315",277,254,231,235,275,326,176
"ENSMUSG00000061322",46,48,61,53,52,48,94
"ENSMUSG00000061330",173,158,256,244,181,196,168
"ENSMUSG00000061331",0,0,0,0,0,0,0
"ENSMUSG00000061336",0,0,0,0,0,0,0
"ENSMUSG00000061342",0,0,0,0,0,0,0
"ENSMUSG00000061353",4952,4551,3530,3109,4618,4801,2671
"ENSMUSG00000061356",0,0,0,0,0,0,0
"ENSMUSG00000061360",1037,839,1158,1110,1320,980,1072
"ENSMUSG00000061361",0,0,0,0,0,0,0
"ENSMUSG00000061367",0,0,0,0,0,0,0
"ENSMUSG00000061371",85,72,127,174,0,70,219
"ENSMUSG00000061374",1604,1489,1550,1926,1690,1359,1695
