"","CellType"
"475","Young"
"476","Young"
"477","Young"
"478","Young"
"479","Young"
"480","Young"
"481","Young"
"482","Young"
"483","Young"
"484","Young"
"485","Young"
"486","Young"
"487","Young"
"488","Young"
"489","Young"
"490","Young"
"491","Young"
"492","Young"
"493","Young"
"494","Young"
"495","Young"
"496","Young"
"497","Young"
"498","Young"
"499","Young"
"500","Young"
"501","Young"
"502","Young"
"503","Young"
"504","Young"
"505","Young"
"506","Young"
"507","Young"
"508","Young"
"509","Young"
"510","Young"
"511","Young"
"512","Young"
"513","Young"
"514","Young"
"515","Young"
"516","Young"
"517","Young"
"518","Young"
"519","Young"
"520","Young"
"521","Young"
"522","Young"
"523","Young"
"524","Young"
"525","Young"
"526","Young"
"527","Young"
"528","Young"
"529","Young"
"530","Young"
"531","Young"
"532","Young"
"533","Young"
"534","Young"
"535","Young"
"536","Young"
"537","Young"
"538","Young"
"539","Young"
"540","Young"
"541","Young"
"542","Young"
"543","Young"
"544","Young"
"545","Young"
"546","Young"
"547","Young"
"548","Young"
"549","Young"
"550","Young"
"551","Young"
"552","Young"
"553","Young"
"554","Young"
"555","Young"
"556","Young"
"557","Young"
"558","Young"
"559","Young"
"560","Young"
"561","Young"
"562","Young"
"563","Young"
"564","Young"
"565","Young"
"566","Young"
"567","Young"
"568","Young"
"569","Young"
"570","Young"
"571","Young"
"572","Young"
"573","Young"
"574","Young"
"575","Young"
"576","Young"
"577","Young"
"578","Young"
"579","Young"
"580","Young"
"581","Young"
"582","Young"
"583","Young"
"584","Young"
"585","Young"
"586","Young"
"587","Young"
"588","Young"
"589","Young"
"590","Young"
"591","Young"
"592","Young"
"593","Young"
"594","Young"
"595","Young"
"596","Young"
"597","Young"
"598","Young"
"599","Young"
"600","Young"
"601","Young"
"602","Young"
"603","Young"
"604","Young"
"605","Young"
"606","Young"
"607","Young"
"608","Young"
"609","Young"
"610","Young"
"611","Young"
"612","Young"
"613","Young"
"614","Young"
"615","Young"
"616","Young"
"617","Young"
"618","Young"
"619","Young"
"620","Young"
"621","Young"
"622","Young"
"623","Young"
"624","Young"
"625","Young"
"626","Young"
"627","Young"
"628","Young"
"629","Young"
"630","Young"
"631","Young"
"632","Young"
"633","Young"
"634","Young"
"635","Young"
"636","Young"
"637","Young"
"638","Young"
"639","Young"
"640","Young"
"641","Young"
"642","Young"
"643","Young"
"644","Young"
"645","Young"
"646","Young"
"647","Young"
"648","Old"
"649","Old"
"650","Old"
"651","Old"
"652","Old"
"653","Old"
"654","Old"
"655","Old"
"656","Old"
"657","Old"
"658","Old"
"659","Old"
"660","Old"
"661","Old"
"662","Old"
"663","Old"
"664","Old"
"665","Old"
"666","Old"
"667","Old"
"668","Old"
"669","Old"
"670","Old"
"671","Old"
"672","Old"
"673","Old"
"674","Old"
"675","Old"
"676","Old"
"677","Old"
"678","Old"
"679","Old"
"680","Old"
"681","Old"
"682","Old"
"683","Old"
"684","Old"
"685","Old"
"686","Old"
"687","Old"
"688","Old"
"689","Old"
"690","Old"
"691","Old"
"692","Old"
"693","Old"
"694","Old"
"695","Old"
"696","Old"
"697","Old"
"698","Old"
"699","Old"
"700","Old"
"701","Old"
"702","Old"
"703","Old"
"704","Old"
"705","Old"
"706","Old"
"707","Old"
"708","Old"
"709","Old"
"710","Old"
"711","Old"
"712","Old"
"713","Old"
"714","Old"
"715","Old"
"716","Old"
"717","Old"
"718","Old"
"719","Old"
"720","Old"
"721","Old"
"722","Old"
"723","Old"
"724","Old"
"725","Old"
"726","Old"
"727","Old"
"728","Old"
"729","Old"
"730","Old"
"731","Old"
"732","Old"
"733","Old"
"734","Old"
"735","Old"
"736","Old"
"737","Old"
"738","Old"
"739","Old"
"740","Old"
"741","Old"
"742","Old"
"743","Old"
"744","Old"
"745","Old"
"746","Old"
"747","Old"
"748","Old"
"749","Old"
"750","Old"
"751","Old"
"752","Old"
"753","Old"
"754","Old"
"755","Old"
"756","Old"
"757","Old"
"758","Old"
"759","Old"
"760","Old"
"761","Old"
"762","Old"
"763","Old"
"764","Old"
"765","Old"
"766","Old"
"767","Old"
"768","Old"
"769","Old"
"770","Old"
"771","Old"
"772","Old"
"773","Old"
"774","Old"
"775","Old"
"776","Old"
"777","Old"
"778","Old"
"779","Old"
"780","Old"
"781","Old"
"782","Old"
"783","Old"
"784","Old"
"785","Old"
"786","Old"
"787","Old"
"788","Old"
"789","Old"
"790","Old"
"791","Old"
"792","Old"
"793","Old"
"794","Old"
"795","Old"
"796","Old"
"797","Old"
"798","Old"
"799","Old"
"800","Old"
"801","Old"
"802","Old"
"803","Old"
"804","Old"
"805","Old"
"806","Old"
"807","Old"
"808","Old"
"809","Old"
"810","Old"
"811","Old"
"812","Old"
"813","Old"
"814","Old"
"815","Old"
"816","Old"
"817","Old"
"818","Old"
"819","Old"
"820","Old"
"821","Old"
"822","Old"
"823","Old"
"824","Old"
"825","Old"
"826","Old"
"827","Old"
"828","Old"
"829","Old"
"830","Old"
"831","Old"
"832","Old"
"833","Old"
"834","Old"
"835","Old"
"836","Old"
"837","Old"
"838","Old"
"839","Old"
"840","Old"
"841","Old"
"842","Old"
"843","Old"
"844","Old"
"845","Old"
"846","Old"
"847","Old"
"848","Old"
"849","Old"
"850","Old"
"851","Old"
"852","Old"
"853","Old"
"854","Old"
"855","Old"
"856","Old"
"857","Old"
"858","Old"
"859","Old"
"860","Old"
"861","Old"
"862","Old"
"863","Old"
"864","Old"
"865","Old"
"866","Old"
"867","Old"
"868","Old"
"869","Old"
"870","Old"
"871","Old"
"872","Old"
"873","Old"
"874","Old"
"875","Old"
"876","Old"
"877","Old"
"878","Old"
"879","Old"
"880","Old"
"881","Old"
"882","Old"
"883","Old"
"884","Old"
"885","Old"
"886","Old"
"887","Old"
"888","Old"
"889","Old"
"890","Old"
"891","Old"
"892","Old"
"893","Old"
"894","Old"
"895","Old"
"896","Old"
"897","Old"
"898","Old"
"899","Old"
"900","Old"
"901","Old"
"902","Old"
"903","Old"
"904","Old"
"905","Old"
"906","Old"
"907","Old"
"908","Old"
"909","Old"
"910","Old"
"911","Old"
"912","Old"
"913","Old"
"914","Old"
"915","Old"
"916","Old"
"917","Old"
"918","Old"
"919","Old"
"920","Old"
"921","Old"
"922","Old"
"923","Old"
"924","Old"
"925","Old"
"926","Old"
"927","Old"
"928","Old"
"929","Old"
"930","Old"
"931","Old"
"932","Old"
"933","Old"
"934","Old"
"935","Old"
"936","Old"
"937","Old"
"938","Old"
"939","Old"
"940","Old"
"941","Old"
"942","Old"
"943","Old"
"944","Old"
"945","Old"
"946","Old"
"947","Old"
"948","Old"
"949","Old"
"950","Old"
"951","Old"
"952","Old"
"953","Old"
"954","Old"
"955","Old"
"956","Old"
"957","Old"
"958","Old"
"959","Old"
"960","Old"
"961","Old"
"962","Old"
"963","Old"
"964","Old"
"965","Old"
"966","Old"
"967","Old"
"968","Old"
"969","Old"
"970","Old"
"971","Old"
"972","Old"
"973","Old"
"974","Old"
"975","Old"
"976","Old"
"977","Old"
"978","Old"
"979","Old"
"980","Old"
"981","Old"
"982","Old"
"983","Old"
"984","Old"
"985","Old"
"986","Old"
"987","Old"
"988","Old"
"989","Old"
"990","Old"
"991","Old"
"992","Old"
"993","Old"
"994","Old"
"995","Old"
"996","Old"
"997","Old"
"998","Old"
"999","Old"
"1000","Old"
"1001","Old"
"1002","Old"
"1003","Old"
"1004","Old"
"1005","Old"
"1006","Old"
"1007","Old"
"1008","Old"
"1009","Old"
"1010","Old"
"1011","Old"
"1012","Old"
"1013","Old"
"1014","Old"
"1015","Old"
"1016","Old"
"1017","Old"
"1018","Old"
"1019","Old"
"1020","Old"
"1021","Old"
"1022","Old"
"1023","Old"
"1024","Old"
"1025","Old"
"1026","Old"
"1027","Old"
"1028","Old"
"1029","Old"
"1030","Old"
"1031","Old"
"1032","Old"
"1033","Old"
"1034","Old"
"1035","Old"
"1036","Old"
"1037","Old"
"1038","Old"
"1039","Old"
"1040","Old"
"1041","Old"
"1042","Old"
"1043","Old"
"1044","Old"
"1045","Old"
"1046","Old"
"1047","Old"
"1048","Old"
"1049","Old"
"1050","Old"
"1051","Old"
"1052","Old"
"1053","Old"
"1054","Old"
"1055","Old"
"1056","Old"
"1057","Old"
"1058","Old"
"1059","Old"
"1060","Old"
"1061","Old"
"1062","Old"
"1063","Old"
"1064","Old"
"1065","Old"
"1066","Old"
"1067","Old"
"1068","Old"
"1069","Old"
"1070","Old"
"1071","Old"
"1072","Old"
"1073","Old"
"1074","Old"
"1075","Old"
"1076","Old"
"1077","Old"
"1078","Old"
"1079","Old"
"1080","Old"
"1081","Old"
"1082","Old"
"1083","Old"
"1084","Old"
"1085","Old"
"1086","Old"
"1087","Old"
"1088","Old"
"1089","Old"
"1090","Old"
"1091","Old"
"1092","Old"
"1093","Old"
"1094","Old"
"1095","Old"
"1096","Old"
"1097","Old"
"1098","Old"
"1099","Old"
"1100","Old"
"1101","Old"
"1102","Old"
"1103","Old"
"1104","Old"
"1105","Old"
"1106","Old"
"1107","Old"
"1108","Old"
"1109","Old"
"1110","Old"
"1111","Old"
"1112","Old"
"1113","Old"
"1114","Old"
"1115","Old"
"1116","Old"
"1117","Old"
"1118","Old"
"1119","Old"
"1120","Old"
"1121","Old"
"1122","Old"
"1123","Old"
"1124","Old"
"1125","Old"
"1126","Old"
"1127","Old"
"1128","Old"
"1129","Old"
"1130","Old"
"1131","Old"
"1132","Old"
"1133","Old"
"1134","Old"
"1135","Old"
"1136","Old"
"1137","Old"
"1138","Old"
"1139","Old"
"1140","Old"
"1141","Old"
"1142","Old"
"1143","Old"
"1144","Old"
"1145","Old"
"1146","Old"
"1147","Old"
"1148","Old"
"1149","Old"
"1150","Old"
"1151","Old"
"1152","Old"
"1153","Old"
"1154","Old"
"1155","Old"
"1156","Old"
"1157","Old"
"1158","Old"
"1159","Old"
"1160","Old"
"1161","Old"
"1162","Old"
"1163","Old"
"1164","Old"
"1165","Old"
"1166","Old"
"1167","Old"
"1168","Old"
"1169","Old"
"1170","Old"
"1171","Old"
"1172","Old"
"1173","Old"
"1174","Old"
"1175","Old"
"1176","Old"
"1177","Old"
"1178","Old"
"1179","Old"
"1180","Old"
"1181","Old"
"1182","Old"
"1183","Old"
"1184","Old"
"1185","Old"
"1186","Old"
"1187","Old"
"1188","Old"
"1189","Old"
"1190","Old"
"1191","Old"
"1192","Old"
"1193","Old"
"1194","Old"
"1195","Old"
"1196","Old"
"1197","Old"
"1198","Old"
"1199","Old"
"1200","Old"
"1201","Old"
"1202","Old"
"1203","Old"
"1204","Old"
"1205","Old"
"1206","Old"
"1207","Old"
"1208","Old"
"1209","Old"
"1210","Old"
"1211","Old"
"1212","Old"
"1213","Old"
"1214","Old"
"1215","Old"
"1216","Old"
"1217","Old"
"1218","Old"
"1219","Old"
"1220","Old"
"1221","Old"
"1222","Old"
"1223","Old"
"1224","Old"
"1225","Old"
"1226","Old"
"1227","Old"
"1228","Old"
"1229","Old"
"1230","Old"
"1231","Old"
"1232","Old"
"1233","Old"
"1234","Old"
"1235","Old"
"1236","Old"
"1237","Old"
"1238","Old"
"1239","Old"
"1240","Old"
"1241","Old"
"1242","Old"
"1243","Old"
"1244","Old"
"1245","Old"
"1246","Old"
"1247","Old"
"1248","Old"
"1249","Old"
"1250","Old"
"1251","Old"
"1252","Old"
"1253","Old"
"1254","Old"
"1255","Old"
"1256","Old"
"1257","Old"
"1258","Old"
"1259","Old"
"1260","Old"
"1261","Old"
"1262","Old"
"1263","Old"
"1264","Old"
"1265","Old"
"1266","Old"
"1267","Old"
"1268","Old"
"1269","Old"
"1270","Old"
"1271","Old"
"1272","Old"
"1273","Old"
"1274","Old"
"1275","Old"
"1276","Old"
"1277","Old"
"1278","Old"
"1279","Old"
"1280","Old"
"1281","Old"
"1282","Old"
"1283","Old"
"1284","Old"
"1285","Old"
"1286","Old"
"1287","Old"
"1288","Old"
"1289","Old"
"1290","Old"
"1291","Old"
"1292","Old"
"1293","Old"
"1294","Old"
"1295","Old"
"1296","Old"
"1297","Old"
"1298","Old"
"1299","Old"
"1300","Old"
"1301","Old"
"1302","Old"
"1303","Old"
"1304","Old"
"1305","Old"
"1306","Old"
"1307","Old"
"1308","Old"
"1309","Old"
"1310","Old"
"1311","Old"
"1312","Old"
"1313","Old"
"1314","Old"
"1315","Old"
"1316","Old"
"1317","Old"
"1318","Old"
"1319","Old"
"1320","Old"
"1321","Old"
"1322","Old"
"1323","Old"
"1324","Old"
"1325","Old"
"1326","Old"
"1327","Old"
"1328","Old"
"1329","Old"
"1330","Old"
"1331","Old"
"1332","Old"
"1333","Old"
"1334","Old"
"1335","Old"
"1336","Old"
"1337","Old"
"1338","Old"
"1339","Old"
"1340","Old"
"1341","Old"
"1342","Old"
"1343","Old"
"1344","Old"
"1345","Old"
"1346","Old"
"1347","Old"
"1348","Old"
"1349","Old"
"1350","Old"
"1351","Old"
"1352","Old"
"1353","Old"
"1354","Old"
"1355","Old"
"1356","Old"
"1357","Old"
"1358","Old"
"1359","Old"
"1360","Old"
"1361","Old"
"1362","Old"
"1363","Old"
"1364","Old"
"1365","Old"
"1366","Old"
"1367","Old"
"1368","Old"
"1369","Old"
"1370","Old"
"1371","Old"
"1372","Old"
"1373","Old"
"1374","Old"
"1375","Old"
"1376","Old"
"1377","Old"
"1378","Old"
"1379","Old"
"1380","Old"
"1381","Old"
"1382","Old"
"1383","Old"
"1384","Old"
"1385","Old"
"1386","Old"
"1387","Old"
"1388","Old"
"1389","Old"
"1390","Old"
"1391","Old"
"1392","Old"
"1393","Old"
"1394","Old"
"1395","Old"
"1396","Old"
"1397","Old"
"1398","Old"
"1399","Old"
"1400","Old"
"1401","Old"
"1402","Old"
"1403","Old"
"1404","Old"
"1405","Old"
"1406","Old"
"1407","Old"
"1408","Old"
"1409","Old"
"1410","Old"
"1411","Old"
"1412","Old"
"1413","Old"
"1414","Old"
"1415","Old"
"1416","Old"
"1417","Old"
